KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_KeeCSC8,"<b><color=#ffee00>< KNX-OS - Personal Terminal 33A - USER: YevenJ ></color></b>\n<color=#ffffff>Opening Report for Tursas-Class Battleship</color>@p6\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nThis...@w2 is an overview of a new line of Battleship made from an Ilmarinen-Class Superfreighter's Hull.@w3\nIsn't this like... majorly illegal, IDA?@p8\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>Yes, Commander.@w4 </color>\n<color=#00ffee>It violates The Legacy Accords which was signed by the Polaris CEO and Board of Directors, along with recognized representatives of every major faction under the Zirax Empire's protection;@w2 That even includes the Tal'on.</color>@p9\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>The accords state that the Zirax are the protectors of the empire and all within it's borders.@w3 That in exchange for safety and security, the inner factions would be granted full protection from any hostile incursions into the galaxy but are forbidden from constructing any warships that are not for personal defense.</color>@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nDon't those Destroyers the Polaris have count as a warship?@p5\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>No, Commander.@w4</color>\n<color=#00ffee>Those are the maximum limit that any faction may deploy to action.@w4</color>\n<color=#00ffee>This new battleship that Polaris are constructing is several times larger than a Destroyer and to reveal it publicly would be tantamount to a declaration of war against the Empire.</color>@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nIf we were to reveal it to the Empire, it would probably make things rather messy around here, wouldn't it?@w3\nIt would certainly make it harder to move around freely,@w2 I think it's best to keep this info to ourselves...",,,,,,,,,,,,,,,,
dialogue_Sp4qaiS,<color=#00ffee>Work Report: POL-077W Duvall-Class Freighter B05</color>,,,,,,,,,,,,,,,,
dialogue_GeSmpei,<color=#00ffee>Messages > RE: Strange Device</color>,,,,,,,,,,,,,,,,
dialogue_eCjmn0m,<color=#00ffee>Messages > Announcement: Stolen Goods</color>,,,,,,,,,,,,,,,,
dialogue_4mmqqiK,"<b><color=#ffee00>< KNX-OS - Personal Terminal 33A - USER: YevenJ ></color></b>\n<color=#ffffff>Opening Message: Announcement: Stolen Goods</color>@p6\n<color=#ffffff>It appears that a few days ago, someone stole a container of goods retrieved from a smuggler fleeing from a regular patrol.@w3</color>\n<color=#ffffff>This container was located in the middle of the cargo terminal and yet they got away without proper identification and without anyone noticing.@p9</color>\n<color=#ffffff>If you notice ANYONE in the cargo terminal, report them to security immediately. So we don't get a repeat performance of what happened.@w3</color>\n<color=#ffffff>- Station Administration</color>",,,,,,,,,,,,,,,,
dialogue_mC4Mq8u,"<b><color=#ffee00>< KNX-OS - Personal Terminal 33A - USER: YevenJ ></color></b>\n<color=#ffffff>Opening Message: RE: Strange Device</color>@p6\n<color=#bdbdbd>I have no idea what it is, Xayn.@w2</color>\n<color=#bdbdbd>It's not of Polaris design and I found it hidden in the toilet, so the only thing I can guess it's for is taking dirty photos.@w3 It wouldn't be the first time...@w5</color>\n<color=#bdbdbd>I haven't cracked it open to see what's inside since it might have anti-tampering systems in it.@p9</color>\n<color=#bdbdbd>I tried connecting it to my terminal to run diagnostics but all I got back was a system self-diagnostic, like i'd plugged my terminal into itself.@w3 It must have some seriously powerful system defenses if it can stop MY terminal.@p9</color>\n<color=#bdbdbd>I'll try hooking it up to the station's main computer and try and brute-forcing it with the full power of this entire station and see if I can find out what it's for.@w4</color>\n<color=#bdbdbd>I've left it inside the Server Room and we can take a crack at it tonight, after my shift.</color>@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nOh shit.@p5\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>I believe that is the correct term, Commander.@w4</color>\n<color=#00ffee>The situation has become considerably worse.@w3 Not only has it been put in the most secure room on the station,@w2 </color><color=#ff5c5c>the guards in there will shoot on sight.</color>",,,,,,,,,,,,,,,,
dialogue_mWo0ae0,<color=#00ffee>Work Report: POL-077W Duvall-Class Freighter B05</color>,,,,,,,,,,,,,,,,
dialogue_iaiq4G0,<color=#00ffee>Work Report: POL-659 Tursas-Class Battleship</color>,,,,,,,,,,,,,,,,
dialogue_GeC8q8S,<color=#00ffee>Messages > RE: Strange Device</color>,,,,,,,,,,,,,,,,
dialogue_uuO8mqC,<color=#2eafff>Is there any way to get it?</color>,,,,,,,,,,,,,,,,
dialogue_44KqeiO,"<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>Any attempts to breach the Control Room from the Trading Floor with the use of a jetpack will be immediately regarded as an enemy as soon as they touch the rail.@w5</color>\n<color=#00ffee>If you wish to sever ties with Polaris, it's as good a way as any, Commander.</color>@p9\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>There is another entrance to the Control Room from the Station Personnel Quarters on the far side.@w3 But then you will need to make your way across the control room without being seen by the guards.</color>@p9\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>If you are commited to this mission, Commander.@w3 I recommend stealth, rather than jumping the barrier and making for the Server Room on the upper level.</color>@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nOkay,@w3 so I need to find a way into the Control Room,@w3 take the elevator to upper level,@w3 Enter the server room and retrieve the device before Yeven gets off work.@w3 All without being seen by the guards who are ordered to shoot on sight.@w5\nShould be a piece of cake.",,,,,,,,,,,,,,,,
dialogue_uGWmCKu,<b><color=#ff5c5c>Log out</color></b>,,,,,,,,,,,,,,,,
dialogue_Ge84GG8,<color=#2eafff>Do you know the code to the Control Room?</color>,,,,,,,,,,,,,,,,
dialogue_wWOu4Cu,"<b><color=#ff5c5c>[ Fence ]</color></b>\nWhat do you need to know the Control Room codes for?@w4\nYou shouldn't have any business going in there.@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nYeah, well...@w2 That's where the Decryption Device was taken.@w3\nAn administrator found it and put it in there and he's going to try and use the main computer to crack open the device's protections.@p9\n<b><color=#ff5c5c>[ Fence ]</color></b>\nHow could you let this happen?!@w3\nIf they manage to breach the protections on the Decryptor it will probably shut down all systems on the station, inluding Life Support!@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nHow could I let this happen?@w5\nYou're the idiot who thought that a good drop-off point was in the stations main PUBLIC TOILET!@w4 You could've put it in a trash can,@w2 in a potplant,@w2 Hell!@w1 You could've just held onto it and given it to me when I came here.@w4\nSo NOW you're going to give me the code for the Control Room so I can fix <i>your</i> screw-up.@p9\n<b><color=#ff5c5c>[ Fence ]</color></b>\nYou want the code? Fine!@w2 \nThe code to the door is <b><color=#ffee00>0997</color></b>@w2\nNow get out of my apartment!",,,,,,,,,,,,,,,,
dialogue_mmSERK0,<color=#2eafff>That's all I wanted.</color>,,,,,,,,,,,,,,,,
dialogue_eqseA44,<b><color=#ffffff>Channel Open:</color> <color=#ff0000>Red Rogue</color></b>,,,,,,,,,,,,,,,,
dialogue_emEKsqS,"<b><color=#ffee00>[ Garrison ]</color></b>\nBetty's BDSM Boutique.@w2 All our operators are tied up right now.@w2 \nPlease leave a message you bad, <i>bad </i>boy.",,,,,,,,,,,,,,,,
dialogue_qQ4m8OW,<color=#2eafff>Can't you answer a call like a normal person?</color>,,,,,,,,,,,,,,,,
dialogue_m4Kam4m,"<color=#2eafff>Okay, that one was pretty good.</color>",,,,,,,,,,,,,,,,
dialogue_KWVWiuu,"<b><color=#ffee00>[ Garrison ]</color></b>\nI could,@w2 but that would take all the fun out of it then.@w3\nI like to come up with funny lines for when someone calls.@w4\nSo what's your jam <i>this</i> time, Newbie?@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nI've retrieved the package from the station's server room, of all places.@w4\nDo you know if that's likely to have damaged the Decryption Device?@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\nNah, should be fine.@w3\nWon't know until you plug the sucker in anyway.@w2 Wait, did you say the SERVER ROOM?!@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nYeah,@w2 it was picked up by one of the admin staff who couldn't figure out what it was so he hooked it up to the Station's Main Computer. @w3 \nWhy?@p9\n<b><color=#ffee00>[ Garrison ]</color></b>\nDo you think you could get another package like that into the Server Room?@w4\nWe've been trying to get in there for about <i>two years!</i>@w3 And you just strolled on in there and pulled out a piece of the server and walked on out!",,,,,,,,,,,,,,,,
dialogue_OS4KcWq,<color=#2eafff>Maybe later.</color>,,,,,,,,,,,,,,,,
dialogue_iGK0mqu,"<b><color=#ffee00>[ Garrison ]</color></b>\nI'm glad you liked it.@w3\nI like to come up with funny lines for when someone calls.@w4\nSo what's your jam this time, Newbie?@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nI've retrieved the package from the station's server room, of all places.@w4\nDo you know if that's likely to have damaged the Decryption Device?@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\nNah, should be fine.@w3\nWon't know until you plug the sucker in anyway.@w2 Wait, did you say the SERVER ROOM?!@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nYeah,@w2 it was picked up by one of the admin staff who couldn't figure out what it was so he hooked it up to the Station's Main Computer. @w3 \nWhy?@p9\n<b><color=#ffee00>[ Garrison ]</color></b>\nDo you think you could get another package like that into the Server Room?@w4\nWe've been trying to get in there for about two years!@w3 And you just strolled on in there and pulled out a piece of the server and walked on out.",,,,,,,,,,,,,,,,
dialogue_K8mSeSH,<color=#2eafff>Maybe later...</color>,,,,,,,,,,,,,,,,
dialogue_apmKGSe,"<b><color=#2eafff>[ {PlayerName} ]</color></b>\nSo continue the mission as normal?@p6\n<b><color=#ffee00>[ Garrison ]</color></b>\nYeah.@w3\nIf you've got it, just go to the Airlock on the civilian spaceport and climb out there and attach it to the relay underneath the Communications Transceiver.@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\nAnd whatever you do,@w2 <color=#ff5c5c>STAY LOW!</color>@w4 \nYou won't be very stealthy if they look out the window of the Operations Room and see you climbing all over their dish.@w2 So stay out of sight.",,,,,,,,,,,,,,,,
dialogue_meOCqGe,"<color=#2eafff>Okay, got it. {PlayerName} out.</color>",,,,,,,,,,,,,,,,
dialogue_qSqUuaK,Data Relay,,,,,,,,,,,,,,,,
dialogue_i80iiKG,<b><color=#2eafff>[ {PlayerName} ]</color></b>\nIt appears to be some kind of communications terminal hooked into the the station's dish.@w3\nI probably shouldn't mess with it.@w2 Polaris probably wouldn't thank me if I did.,,,,,,,,,,,,,,,,
dialogue_4CWiCeW,<b><color=#ffffff>Leave</color></b>,,,,,,,,,,,,,,,,
dialogue_uqeOp8K,<b><color=#2eafff>[ {PlayerName} ]</color></b>\nI don't have the decryption device.@w3 I can't do anything with this data relay!@w5\n<b><color=#ff0000>< Don't try to cheat the system - Your rep with polaris is now set to ZERO ></color></b>,,,,,,,,,,,,,,,,
dialogue_8emmS8W,"<color=#2eafff>Okay, i'm sorry. I won't do it again.</color>",,,,,,,,,,,,,,,,
dialogue_GSqqeq8,"<b><color=#2eafff>[ {PlayerName} ]</color></b>\nOkay, i've found the relay.@w3\nDoesn't appear to be any safety system so I should be able to just put into this slot.",,,,,,,,,,,,,,,,
dialogue_mKmcm4u,<b><color=#ffffff>Insert the Decryption Device</color></b>,,,,,,,,,,,,,,,,
dialogue_2iCD8CC,<b><color=#ff0000>I'll do it later</color></b>,,,,,,,,,,,,,,,,
dialogue_W8K0WTO,"<b><color=#2eafff>[ {PlayerName} ]</color></b>\nI guess that's all I needed to do.@w4\nIDA, did you detect any changes in the station's transmissions?@p7\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>Nothing noticeable, Commander.@w3</color>\n<color=#00ffee>There is a minor delay of 2 nanoseconds between internal and external transmissions leaving the dish, but that is not unusual for the station during high solar activity.</color>@p9\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nI guess that's good enough for me.",,,,,,,,,,,,,,,,
dialogue_QIGWaa4,<b><color=#ffffff>Leave</color></b>,,,,,,,,,,,,,,,,
dialogue_iOe8uSK,<b><color=#2eafff>[ {PlayerName} ]</color></b>\nLooks like the Decryption Device is operating.@w3 I probably shouldn't hang around here in case I get spotted by security.,,,,,,,,,,,,,,,,
dialogue_maMKKei,<b><color=#ffffff>Leave</color></b>,,,,,,,,,,,,,,,,
dialogue_WeumemP,<b><color=#ffee00>Mission: A Job Well Done</color></b>,,,,,,,,,,,,,,,,
dialogue_u4uCqkm,"<b><color=#ffee00>[ Garrison ]</color></b>\nOh, you're back, Newbie.@w5\nYou didn't give me much time.@w3 Let me come up with a good joke...",,,,,,,,,,,,,,,,
dialogue_CGC8GCu,"<color=#2eafff>Save it for next time, Garrison</color>",,,,,,,,,,,,,,,,
dialogue_emOeqCi,"<color=#2eafff>Okay, i'll wait. Thrill me.</color>",,,,,,,,,,,,,,,,
dialogue_OGOK4GG,"<b><color=#ffee00>[ Garrison ]</color></b>\nAww...@w4\nDon't be such a hardass, Newbie.@w4 Gods know we have enough of them 'round here.@w2\nI was hoping for a break from all the grumpy goons we have here.@w4\nEven D.Z over there doesn't like my jokes!@w4 @p8\n<b><color=#ff4d94>[ Female Crewmember (D.Z) ]</color></b>\nThat's because you're not funny, @w2 Garrison.@w5\nI get funnier jokes off the sides of milk cartons than I get from you,@w3 and at least <i>they're</i> not sexist jokes.@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\nOh please!@w3 You <i>know </i>you love me!@w5\nShe does, you know?@w2 She bursts into tears whenever I leave the ship.@p7\n<b><color=#ff4d94>[ D.Z ]</color></b>\nYou <i>never </i>leave the ship, Garrison.@w3 Your ass is permanently glued to that chair.@w4\nIf ever you <i>did </i>leave,@w2 they would be tears of joy at finally being alone on the bridge.@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\n<i>Wow</i>, that's cold D.Z.@w5\nI thought you had feelings for me.",,,,,,,,,,,,,,,,
dialogue_KmKOq8q,<color=#2eafff>If you two are done with your flirting?</color>,,,,,,,,,,,,,,,,
dialogue_OSSK4iW,"<b><color=#ffee00>[ Garrison ]</color></b>\nAww...@w4\nNow you've put me on the spot I can't come up with anything.@w3 At least you're willing to listen to my jokes.@w4\nEven D.Z over there won't listen to my jokes!@w4 @p8\n<b><color=#ff4d94>[ Female Crewmember (D.Z) ]</color></b>\nThat's because you're not funny, @w2 Garrison.@w5\nI get funnier jokes off the sides of milk cartons than I get from you,@w3 and at least <i>they're</i> not sexist jokes.@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\nOh please!@w3 You <i>know </i>you love me!@w5\nShe does, you know?@w2 She bursts into tears whenever I leave the ship.@p7\n<b><color=#ff4d94>[ D.Z ]</color></b>\nYou <i>never </i>leave the ship, Garrison.@w3 Your ass is permanently glued to that chair.@w4\nIf ever you <i>did </i>leave,@w2 they would be tears of joy at finally being alone on the bridge.@p8\n<b><color=#ffee00>[ Garrison ]</color></b>\n<i>Wow</i>, that's cold D.Z.@w5\nI thought you had feelings for me.",,,,,,,,,,,,,,,,
dialogue_seq88Gm,<color=#2eafff>If you two are done with your flirting?</color>,,,,,,,,,,,,,,,,
dialogue_SWisOSi,"<b><color=#ff4d94>[ D.Z ]</color></b>\nI am NOT flirting with that cockroach!@w4\nI'd rather kiss Vespian and he's ugly as hell!@p7\n<b><color=#ff0000>[ Back of the Bridge ]</color></b>\n<color=#ff5c5c><i>Hey!</i>@w2 I heard that!@w4\nI'm not <i>that</i> ugly.</color>@p7\n<b><color=#ffee00>[ Garrison ]</color></b>\nPsh.@w2\nThen why wear a helmet all the time except to hide your ugly-ass face?@p5\n<b><color=#ff0000>[ Back of the Bridge ]</color></b>\n<color=#ff5c5c>What was that?</color>@p5\n<b><color=#ffee00>[ Garrison ]</color></b>\nNothing, Vespian!@w3\nJust saying how I got your back, bro!@p6\n<b><color=#ffee00>[ Garrison ]</color></b>\n<i><color=#bdbdbd>Gods know I certainly don't want your front!</color></i>@p7\n<b><color=#ffee00>[ Garrison ]</color></b>\nAnyway, what's the business, Newbie?",,,,,,,,,,,,,,,,
dialogue_8WKK8Oa,<color=#2eafff>How's the relay from Kenex looking?</color>,,,,,,,,,,,,,,,,
dialogue_W4eo86S,"<b><color=#ffee00>[ Garrison ]</color></b>\nOh, hey!@w2 Good job with getting that thing installed!@w5\nYou've <i>gotta </i>tell me how you got into the <color=#ffae00>Kenex Server Room</color>!@w3 They got sensors and security all over that place.@p8\n<b><color=#2eafff>[ {PlayerName} ]</color></b>\nJust use the door at the back of the control room and walk straight for the elevator.@w4\nNo one even looks at someone that seems like they know what they're doing. @w6 \nAnyway,@w2 How's the signal looking?@p9\n<b><color=#ffee00>[ Garrison ]</color></b>\nThe whole thing looks fine to me.@w3\nWe're receiving transmissions from Kenex and also filtering out any reference to our little ship that might pop up in any transmissions.@w3\nIt should make it much easier to pull the small jobs in-system now that we can delay distress signals.@w4 You come to me if you're interested in those.@p9\n<b><color=#ffee00>[ Garrison ]</color></b>\nSince you seem to have checked out, Newbie.@w3 You'll probably get in on the job.@w3\nThat means you need a code-name like us.@w3 Vespian's <b><color=#ff0000>Red</color></b>,@w2 D.Z is <b><color=#ff4d94>Pink</color></b> and you...@w4\nYou can be <b><color=#2eafff>Blue</color></b>.@w4 I'm <b><color=#ffee00>Yellow</color></b>, by the way!",,,,,,,,,,,,,,,,
